Symptom,Disease,occurrence,Weightage
"Dyspnea, Paroxysmal","Pulmonary Disease, Chronic Obstructive",2,7.504467124
"Dyspnea, Paroxysmal","Kidney Failure, Chronic",1,3.752233562
Hemoptysis,"Leukemia, Myelomonocytic, Chronic",1,1.697074364
Hemoptysis,"Pulmonary Disease, Chronic Obstructive",7,11.87952054
Hemoptysis,"Kidney Failure, Chronic",7,11.87952054
Hemoptysis,"Granulomatous Disease, Chronic",3,5.091223091
Hypercapnia,"Fatigue Syndrome, Chronic",1,2.110983822
Hypercapnia,"Pulmonary Disease, Chronic Obstructive",126,265.9839616
Hypercapnia,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",1,2.110983822
Hypercapnia,"Brain Damage, Chronic",3,6.332951466
Hypercapnia,"Kidney Failure, Chronic",6,12.66590293
Hyperoxia,"Pulmonary Disease, Chronic Obstructive",10,29.49190711
Hyperoxia,"Brain Damage, Chronic",2,5.898381421
Hyperoxia,"Kidney Failure, Chronic",1,2.949190711
Hyperventilation,"Fatigue Syndrome, Chronic",13,27.36669191
Hyperventilation,"Leukemia, Lymphocytic, Chronic, B-Cell",1,2.105130147
Hyperventilation,"Bronchitis, Chronic",1,2.105130147
Hyperventilation,"Pulmonary Disease, Chronic Obstructive",11,23.15643161
Hyperventilation,"Kidney Failure, Chronic",5,10.52565073
Hypocapnia,"Fatigue Syndrome, Chronic",2,6.741239339
Hypocapnia,"Bronchitis, Chronic",1,3.37061967
Hypocapnia,"Pulmonary Disease, Chronic Obstructive",1,3.37061967
Hypocapnia,"Brain Damage, Chronic",1,3.37061967
Hypoventilation,"Pulmonary Disease, Chronic Obstructive",12,30.25623966
Hypoventilation,"Kidney Failure, Chronic",2,5.042706609
Mouth Breathing,"Pulmonary Disease, Chronic Obstructive",1,3.2293596
Respiratory Aspiration,"Pulmonary Disease, Chronic Obstructive",3,9.990220726
Respiratory Sounds,"Leukemia, Myelomonocytic, Chronic",1,1.639269328
Respiratory Sounds,"Pancreatitis, Chronic",1,1.639269328
Respiratory Sounds,"Pulmonary Disease, Chronic Obstructive",38,62.29223447
Respiratory Sounds,"Granulomatous Disease, Chronic",1,1.639269328
Snoring,"Pulmonary Disease, Chronic Obstructive",3,8.280314261
Snoring,"Kidney Failure, Chronic",5,13.80052377
Sneezing,"Pulmonary Disease, Chronic Obstructive",1,3.356920825
Sneezing,"Kidney Failure, Chronic",1,3.356920825
Skin Manifestations,"Kidney Failure, Chronic",9,5.511214963
Ecchymosis,"Leukemia, Lymphocytic, Chronic, B-Cell",1,2.299981233
Ecchymosis,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,2.299981233
Ecchymosis,"Leukemia, Myelomonocytic, Chronic",1,2.299981233
Ecchymosis,"Kidney Failure, Chronic",1,2.299981233
Jaundice,"Candidiasis, Chronic Mucocutaneous",1,1.454711771
Jaundice,"Leukemia, Lymphocytic, Chronic, B-Cell",2,2.909423542
Jaundice,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,1.454711771
Jaundice,"Drug-Induced Liver Injury, Chronic",1,1.454711771
Jaundice,"Pancreatitis, Chronic",5,7.273558855
Jaundice,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",1,1.454711771
Jaundice,"Kidney Failure, Chronic",5,7.273558855
Jaundice,"Jaundice, Chronic Idiopathic",13,18.91125302
"Jaundice, Obstructive","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,2.498028632
"Jaundice, Obstructive","Pancreatitis, Chronic",16,39.96845811
"Jaundice, Obstructive","Kidney Failure, Chronic",1,2.498028632
Pallor,"Kidney Failure, Chronic",1,3.535169057
Pruritus,Erythema Chronicum Migrans,1,1.465942108
Pruritus,"Leukemia, Lymphocytic, Chronic, B-Cell",3,4.397826325
Pruritus,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",2,2.931884217
Pruritus,"Renal Insufficiency, Chronic",2,2.931884217
Pruritus,"Kidney Failure, Chronic",113,165.6514583
Tinea Pedis,"Kidney Failure, Chronic",1,3.472156089
Purpura,"Leukemia, Lymphocytic, Chronic, B-Cell",3,3.189655818
Purpura,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,1.063218606
Purpura,"Leukemia, Myelomonocytic, Chronic",1,1.063218606
Purpura,"Kidney Failure, Chronic",8,8.505748847
"Purpura, Schoenlein-Henoch","Leukemia, Lymphocytic, Chronic, B-Cell",1,1.998214421
"Purpura, Schoenlein-Henoch","Brain Damage, Chronic",1,1.998214421
"Purpura, Schoenlein-Henoch","Renal Insufficiency, Chronic",1,1.998214421
"Purpura, Schoenlein-Henoch","Kidney Failure, Chronic",19,37.96607399
"Purpura, Schoenlein-Henoch","Granulomatous Disease, Chronic",1,1.998214421
"Purpura, Thrombocytopenic","Leukemia, Lymphocytic, Chronic, B-Cell",3,4.244716562
"Purpura, Thrombocytopenic","Leukemia, Myelomonocytic, Chronic",1,1.414905521
"Purpura, Thrombocytopenic","Brain Damage, Chronic",1,1.414905521
"Purpura, Thrombocytopenic","Granulomatous Disease, Chronic",1,1.414905521
"Purpura, Thrombocytopenic, Idiopathic","Leukemia, Lymphocytic, Chronic, B-Cell",37,71.55409483
"Purpura, Thrombocytopenic, Idiopathic","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",4,7.73557782
"Purpura, Thrombocytopenic, Idiopathic","Leukemia, Myelomonocytic, Chronic",3,5.801683365
"Purpura, Thrombocytopenic, Idiopathic","Pancreatitis, Chronic",2,3.86778891
"Purpura, Thrombocytopenic, Idiopathic","Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",2,3.86778891
"Purpura, Thrombocytopenic, Idiopathic","Hematoma, Subdural, Chronic",2,3.86778891
"Purpura, Thrombocytopenic, Idiopathic","Kidney Failure, Chronic",2,3.86778891
"Purpura, Thrombocytopenic, Idiopathic","Granulomatous Disease, Chronic",2,3.86778891
"Purpura, Thrombotic Thrombocytopenic","Leukemia, Lymphocytic, Chronic, B-Cell",1,2.184038608
"Purpura, Thrombotic Thrombocytopenic","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",5,10.92019304
"Purpura, Thrombotic Thrombocytopenic","Leukemia, Myeloid, Chronic-Phase",1,2.184038608
"Purpura, Thrombotic Thrombocytopenic","Renal Insufficiency, Chronic",1,2.184038608
"Purpura, Thrombotic Thrombocytopenic","Kidney Failure, Chronic",11,24.02442469
Waterhouse-Friderichsen Syndrome,"Kidney Failure, Chronic",1,3.683914318
Hypercalciuria,"Kidney Failure, Chronic",2,7.405925026
Nocturia,"Renal Insufficiency, Chronic",1,4.172966142
Nocturia,"Kidney Failure, Chronic",2,8.345932284
Oliguria,"Leukemia, Lymphocytic, Chronic, B-Cell",1,2.614012135
Oliguria,"Kidney Failure, Chronic",14,36.59616989
Polyuria,"Pancreatitis, Chronic",1,2.360901407
Polyuria,"Brain Damage, Chronic",1,2.360901407
Polyuria,"Kidney Failure, Chronic",14,33.0526197
Prostatism,"Kidney Failure, Chronic",1,4.658473958
Proteinuria,"Fatigue Syndrome, Chronic",1,1.248977774
Proteinuria,"Leukemia, Lymphocytic, Chronic, B-Cell",3,3.746933321
Proteinuria,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",5,6.244888868
Proteinuria,"Pulmonary Disease, Chronic Obstructive",1,1.248977774
Proteinuria,"Renal Insufficiency, Chronic",67,83.68151083
Proteinuria,"Kidney Failure, Chronic",663,828.0722639
Proteinuria,"Granulomatous Disease, Chronic",1,1.248977774
Albuminuria,"Pulmonary Disease, Chronic Obstructive",3,6.195259996
Albuminuria,"Renal Insufficiency, Chronic",44,90.86381327
Albuminuria,"Kidney Failure, Chronic",189,390.3013797
Hemoglobinuria,"Kidney Failure, Chronic",1,2.883521607
Urinary Incontinence,"Pulmonary Disease, Chronic Obstructive",2,3.235058683
Urinary Incontinence,"Multiple Sclerosis, Chronic Progressive",1,1.617529342
Urinary Incontinence,"Brain Damage, Chronic",2,3.235058683
Urinary Incontinence,"Hematoma, Subdural, Chronic",1,1.617529342
Urinary Incontinence,"Kidney Failure, Chronic",3,4.852588025
Hirsutism,"Brain Damage, Chronic",1,2.483722237
"Aging, Premature",Alzheimer Disease,4,13.85820596
Asthenia,Alzheimer Disease,1,2.063219251
Fever,Alzheimer Disease,10,6.189376323
Hypothermia,Alzheimer Disease,5,9.727181077
Body Weight,Alzheimer Disease,61,20.92225868
Weight Gain,Alzheimer Disease,8,11.89351793
Weight Loss,Alzheimer Disease,67,67.00359866
Cachexia,Alzheimer Disease,3,5.984172047
Overweight,Alzheimer Disease,4,3.295488398
Obesity,Alzheimer Disease,33,27.4742705
"Obesity, Morbid",Alzheimer Disease,1,1.752939952
Thinness,Alzheimer Disease,5,13.35299805
"Cardiac Output, Low",Alzheimer Disease,1,2.14279565
Edema,Alzheimer Disease,2,1.191756188
Fatigue,Alzheimer Disease,10,11.38013156
Flushing,Alzheimer Disease,2,5.22802427
Hot Flashes,Alzheimer Disease,1,3.40571099
Hypergammaglobulinemia,Alzheimer Disease,1,1.679125164
Intermittent Claudication,Alzheimer Disease,1,2.218303202
Mobility Limitation,Alzheimer Disease,5,13.81928552
Dyskinesias,Alzheimer Disease,3,2.243856236
Ataxia,Alzheimer Disease,8,9.757277702
Cerebellar Ataxia,Alzheimer Disease,3,5.126356869
Athetosis,Alzheimer Disease,1,2.582162309
Chorea,Alzheimer Disease,2,3.985966743
Dystonia,Alzheimer Disease,12,18.4333084
Hyperkinesis,Alzheimer Disease,4,9.36400101
Hypokinesia,Alzheimer Disease,8,23.03434617
Myoclonus,Alzheimer Disease,42,74.55297652
Psychomotor Agitation,Alzheimer Disease,253,567.3677255
"Akathisia, Drug-Induced",Alzheimer Disease,3,9.332734348
Tremor,Alzheimer Disease,11,19.13288066
"Gait Disorders, Neurologic",Alzheimer Disease,19,33.15054488
Gait Apraxia,Alzheimer Disease,2,8.255691414
Neurobehavioral Manifestations,Alzheimer Disease,23,8.527434065
Apraxias,Alzheimer Disease,68,162.0966367
Catatonia,Alzheimer Disease,2,5.403813029
Communication Disorders,Alzheimer Disease,31,30.64419793
Language Disorders,Alzheimer Disease,170,183.2152326
Agraphia,Alzheimer Disease,30,100.5042342
Anomia,Alzheimer Disease,111,379.6310697
Dyslexia,Alzheimer Disease,3,8.032417467
"Dyslexia, Acquired",Alzheimer Disease,17,59.82367447
Language Development Disorders,Alzheimer Disease,2,4.973134377
Speech Disorders,Alzheimer Disease,39,44.96374588
Aphasia,Alzheimer Disease,107,193.7408142
"Aphasia, Broca",Alzheimer Disease,11,34.22002594
"Aphasia, Primary Progressive",Alzheimer Disease,23,103.4357336
Primary Progressive Nonfluent Aphasia,Alzheimer Disease,1,5.708296083
"Aphasia, Wernicke",Alzheimer Disease,12,41.94387778
Articulation Disorders,Alzheimer Disease,3,5.662346873
Dysarthria,Alzheimer Disease,7,14.18609583
Echolalia,Alzheimer Disease,1,4.476152401
Mutism,Alzheimer Disease,2,5.844806789
Learning Disorders,Alzheimer Disease,65,112.7953045
Confusion,Alzheimer Disease,73,110.1532194
Delirium,Alzheimer Disease,56,116.7014884
Consciousness Disorders,Alzheimer Disease,2,1.754258552
Unconsciousness,Alzheimer Disease,5,4.639864146
Coma,Alzheimer Disease,9,11.80876332
Persistent Vegetative State,Alzheimer Disease,2,6.190159968
Syncope,Alzheimer Disease,7,10.43623999
"Syncope, Vasovagal",Alzheimer Disease,2,6.365134876
Lethargy,Alzheimer Disease,3,10.48596944
Memory Disorders,Alzheimer Disease,1079,1583.969419
Amnesia,Alzheimer Disease,219,475.5554651
"Amnesia, Retrograde",Alzheimer Disease,7,23.79015465
"Amnesia, Transient Global",Alzheimer Disease,1,4.09885817
Korsakoff Syndrome,Alzheimer Disease,4,16.11946119
Mental Retardation,Alzheimer Disease,27,24.44706047
Perceptual Disorders,Alzheimer Disease,75,103.9543025
Agnosia,Alzheimer Disease,73,185.1435066
Gerstmann Syndrome,Alzheimer Disease,3,11.97193376
Prosopagnosia,Alzheimer Disease,9,37.83796817
Auditory Perceptual Disorders,Alzheimer Disease,4,12.5733869
Hallucinations,Alzheimer Disease,144,248.1534985
Illusions,Alzheimer Disease,4,12.35943216
Psychomotor Disorders,Alzheimer Disease,40,53.26563967
"Apraxia, Ideomotor",Alzheimer Disease,8,32.90597526
Muscle Hypertonia,Alzheimer Disease,2,2.960840255
Muscle Rigidity,Alzheimer Disease,17,40.83285766
Muscle Spasticity,Alzheimer Disease,2,3.454560411
Muscle Weakness,Alzheimer Disease,4,3.971964327
Muscular Atrophy,Alzheimer Disease,5,7.304108848
Myotonia,Alzheimer Disease,1,3.054048587
Pain,Alzheimer Disease,42,13.83424176
Back Pain,Alzheimer Disease,1,1.146928519
Low Back Pain,Alzheimer Disease,3,4.771263069
Headache,Alzheimer Disease,11,9.730206802
"Pain, Intractable",Alzheimer Disease,1,1.992983371
Paralysis,Alzheimer Disease,8,3.87577102
Hemiplegia,Alzheimer Disease,3,3.883897089
Ophthalmoplegia,Alzheimer Disease,1,1.329847269
"Ophthalmoplegia, Chronic Progressive External",Alzheimer Disease,1,3.646873046
"Supranuclear Palsy, Progressive",Alzheimer Disease,110,333.7562176
Paraplegia,Alzheimer Disease,2,2.554958567
Quadriplegia,Alzheimer Disease,2,2.738279339
Paresis,Alzheimer Disease,1,1.287735784
"Paraparesis, Spastic",Alzheimer Disease,24,76.10888831
Psychophysiologic Disorders,Alzheimer Disease,6,8.895033805
Pupil Disorders,Alzheimer Disease,1,1.746123293
Miosis,Alzheimer Disease,1,2.095449529
"Reflex, Abnormal",Alzheimer Disease,16,22.51409509
Seizures,Alzheimer Disease,38,32.11634317
Sensation Disorders,Alzheimer Disease,4,1.373287617
Dizziness,Alzheimer Disease,6,8.054828534
Hearing Disorders,Alzheimer Disease,7,5.145116025
Hearing Loss,Alzheimer Disease,7,5.624853812
Deafness,Alzheimer Disease,1,1.228527163
"Hearing Loss, Bilateral",Alzheimer Disease,1,2.211788521
"Hearing Loss, Sensorineural",Alzheimer Disease,2,2.429711721
Tinnitus,Alzheimer Disease,1,1.974033623
Olfaction Disorders,Alzheimer Disease,62,141.8702734
Somatosensory Disorders,Alzheimer Disease,1,1.04553107
Taste Disorders,Alzheimer Disease,4,9.504366289
Dysgeusia,Alzheimer Disease,1,3.472156089
Vision Disorders,Alzheimer Disease,78,51.75217569
Amblyopia,Alzheimer Disease,1,2.56352823
Blindness,Alzheimer Disease,4,4.39255342
"Blindness, Cortical",Alzheimer Disease,1,2.94467603
Color Vision Defects,Alzheimer Disease,5,12.83304948
Hemianopsia,Alzheimer Disease,7,14.5743654
"Vision, Low",Alzheimer Disease,1,2.25604353
Sleep Disorders,Alzheimer Disease,103,153.7788877
Sleep Deprivation,Alzheimer Disease,8,20.60729831
"Urinary Bladder, Neurogenic",Alzheimer Disease,2,4.156514257
Vertigo,Alzheimer Disease,1,1.596251943
Abdominal Pain,Alzheimer Disease,1,0.848483678
Angina Pectoris,Alzheimer Disease,2,2.905366745
"Pain, Postoperative",Alzheimer Disease,1,1.677855322
Anorexia,Alzheimer Disease,12,21.90312737
Constipation,Alzheimer Disease,2,3.187830987
Diarrhea,Alzheimer Disease,8,7.385505049
Hiccup,Alzheimer Disease,1,2.953725866
Hyperphagia,Alzheimer Disease,5,11.99659211
Bulimia,Alzheimer Disease,1,2.763857103
Nausea,Alzheimer Disease,16,18.22004919
Vomiting,Alzheimer Disease,12,10.12215199
Anoxia,Alzheimer Disease,18,18.03579429
Hypercapnia,Alzheimer Disease,3,6.332951466
Hyperoxia,Alzheimer Disease,1,2.949190711
Snoring,Alzheimer Disease,2,5.520209507
Ecchymosis,Alzheimer Disease,1,2.299981233
Purpura,Alzheimer Disease,2,2.126437212
"Purpura, Thrombocytopenic",Alzheimer Disease,1,1.414905521
Nocturia,Alzheimer Disease,1,4.172966142
Proteinuria,Alzheimer Disease,1,1.248977774
"Urinary Bladder, Overactive",Alzheimer Disease,1,3.543332367
Urinary Incontinence,Alzheimer Disease,26,42.05576288
"Urinary Incontinence, Urge",Alzheimer Disease,1,4.127845707
Asthenia,Asthma,2,4.126438502
Fever,Asthma,43,26.61431819
Fever of Unknown Origin,Asthma,3,4.41946475
Hypothermia,Asthma,3,5.836308646
Body Weight,Asthma,156,53.50610415
Birth Weight,Asthma,76,106.9419517
Weight Gain,Asthma,10,14.86689741
Weight Loss,Asthma,19,19.00102052
Fetal Weight,Asthma,1,3.576668788
Overweight,Asthma,30,24.71616299
Obesity,Asthma,302,251.4312028
"Obesity, Morbid",Asthma,4,7.011759809
Thinness,Asthma,3,8.01179883
Cyanosis,Asthma,12,20.92091505
Edema,Asthma,53,31.58153899
"Edema, Cardiac",Asthma,1,3.519039675
Eye Manifestations,Asthma,1,1.507876974
Fatigue,Asthma,26,29.58834204
Mental Fatigue,Asthma,2,7.170358955
Fetal Distress,Asthma,2,5.176903276
Flushing,Asthma,4,10.45604854
Heart Murmurs,Asthma,1,2.363417131
Hypergammaglobulinemia,Asthma,18,30.22425295
Neurologic Manifestations,Asthma,4,0.279765653
Cerebrospinal Fluid Rhinorrhea,Asthma,1,2.677472489
Cerebellar Ataxia,Asthma,1,1.708785623
Torticollis,Asthma,2,4.309981845
Hyperkinesis,Asthma,4,9.36400101
Myoclonus,Asthma,4,7.100283478
Psychomotor Agitation,Asthma,1,2.24256018
"Akathisia, Drug-Induced",Asthma,4,12.4436458
Tremor,Asthma,84,146.1056341
Neurobehavioral Manifestations,Asthma,1,0.370758003
Apraxias,Asthma,1,2.383774069
Dyslexia,Asthma,2,5.354944978
Speech Disorders,Asthma,2,2.305833122
"Aphasia, Broca",Asthma,1,3.110911449
Stuttering,Asthma,1,3.323472891
Learning Disorders,Asthma,9,15.6178114
Delirium,Asthma,1,2.08395515
Consciousness Disorders,Asthma,2,1.754258552
Unconsciousness,Asthma,6,5.567836975
Coma,Asthma,16,20.99335701
Syncope,Asthma,11,16.3998057
Lethargy,Asthma,1,3.495323148
Memory Disorders,Asthma,3,4.403992823
Mental Retardation,Asthma,9,8.149020157
Hallucinations,Asthma,2,3.446576369
Psychomotor Disorders,Asthma,2,2.663281983
"Apraxia, Ideomotor",Asthma,1,4.113246908
Fasciculation,Asthma,1,3.074353854
Muscle Cramp,Asthma,3,6.727680539
Muscle Hypertonia,Asthma,1,1.480420128
Muscle Rigidity,Asthma,1,2.401932804
Muscle Hypotonia,Asthma,10,16.56511135
Muscle Weakness,Asthma,4,3.971964327
Muscular Atrophy,Asthma,12,17.52986124
Spasm,Asthma,12,16.40732966
Tetany,Asthma,5,11.90603337
Pain,Asthma,30,9.881601259
Back Pain,Asthma,2,2.293857038
Low Back Pain,Asthma,5,7.952105114
Facial Pain,Asthma,1,1.972328592
Headache,Asthma,49,43.34364848
Neck Pain,Asthma,2,3.917584013
Neuralgia,Asthma,3,4.614942318
Sciatica,Asthma,3,6.508227894
"Pain, Intractable",Asthma,1,1.992983371
Paralysis,Asthma,19,9.204956172
Facial Paralysis,Asthma,1,1.357096912
Hemiplegia,Asthma,3,3.883897089
Paraplegia,Asthma,3,3.832437851
Quadriplegia,Asthma,4,5.476558678
Respiratory Paralysis,Asthma,3,7.468260773
Vocal Cord Paralysis,Asthma,15,29.81669315
Paresis,Asthma,1,1.287735784
Psychophysiologic Disorders,Asthma,289,428.4441283
Pupil Disorders,Asthma,1,1.746123293
"Reflex, Abnormal",Asthma,11,15.47844037
Seizures,Asthma,23,19.43883929
Sensation Disorders,Asthma,1,0.343321904
Dizziness,Asthma,7,9.397299957
Hearing Disorders,Asthma,1,0.735016575
Hearing Loss,Asthma,2,1.607101089
Deafness,Asthma,2,2.457054326
"Hearing Loss, Sensorineural",Asthma,1,1.21485586
Olfaction Disorders,Asthma,4,9.152920866
Hyperalgesia,Asthma,1,2.394110078
Paresthesia,Asthma,4,5.432072585
Taste Disorders,Asthma,2,4.752183145
Vision Disorders,Asthma,2,1.326978864
Blindness,Asthma,2,2.19627671
"Blindness, Cortical",Asthma,2,5.889352061
Sleep Disorders,Asthma,80,119.4399128
Sleep Deprivation,Asthma,12,30.91094747
"Urinary Bladder, Neurogenic",Asthma,1,2.078257128
Vertigo,Asthma,4,6.385007773
Voice Disorders,Asthma,23,38.30063074
Aphonia,Asthma,3,10.88656362
Dysphonia,Asthma,5,17.24756806
Hoarseness,Asthma,16,35.45803076
Abdominal Pain,Asthma,8,6.787869425
"Abdomen, Acute",Asthma,3,4.312800391
Colic,Asthma,1,2.134747316
Arthralgia,Asthma,1,1.4773
Shoulder Pain,Asthma,1,2.420427386
Chest Pain,Asthma,36,39.58418989
Angina Pectoris,Asthma,29,42.12781781
Acute Coronary Syndrome,Asthma,2,5.195920852
"Angina, Unstable",Asthma,1,2.24256018
"Angina Pectoris, Variant",Asthma,1,3.265949047
Flank Pain,Asthma,1,3.148856381
"Pain, Postoperative",Asthma,7,11.74498726
Dysmenorrhea,Asthma,3,8.280314261
Anorexia,Asthma,2,3.650521228
Diarrhea,Asthma,12,11.07825757
"Diarrhea, Infantile",Asthma,2,4.562490644
Dyspepsia,Asthma,3,6.246156598
Gagging,Asthma,3,11.19669869
Halitosis,Asthma,1,3.241407938
Heartburn,Asthma,4,12.70747767
Hiccup,Asthma,4,11.81490346
Hyperphagia,Asthma,1,2.399318423
Bulimia,Asthma,1,2.763857103
Nausea,Asthma,24,27.33007378
Vomiting,Asthma,28,23.61835463
Anoxia,Asthma,234,234.4653258
Fetal Hypoxia,Asthma,8,21.87380245
Apnea,Asthma,14,26.27175472
Cough,Asthma,707,929.5135098
Dyspnea,Asthma,541,543.8249297
"Dyspnea, Paroxysmal",Asthma,32,120.071474
Hemoptysis,Asthma,8,13.57659491
Hypercapnia,Asthma,81,170.9896896
Hyperoxia,Asthma,1,2.949190711
Hyperventilation,Asthma,240,505.2312352
Hypocapnia,Asthma,8,26.96495736
Hypoventilation,Asthma,19,47.90571279
Mouth Breathing,Asthma,22,71.04591119
Respiratory Aspiration,Asthma,6,19.98044145
Respiratory Sounds,Asthma,1200,1967.123194
Snoring,Asthma,17,46.92178081
Sneezing,Asthma,13,43.63997073
Skin Manifestations,Asthma,8,4.898857745
Ecchymosis,Asthma,6,13.7998874
Jaundice,Asthma,3,4.364135313
Pruritus,Asthma,31,45.44420536
Tinea Pedis,Asthma,1,3.472156089
Purpura,Asthma,11,11.69540467
"Purpura, Schoenlein-Henoch",Asthma,1,1.998214421
"Purpura, Thrombocytopenic",Asthma,1,1.414905521
Proteinuria,Asthma,4,4.995911094
Albuminuria,Asthma,1,2.065086665
Urinary Incontinence,Asthma,1,1.617529342
"Urinary Incontinence, Stress",Asthma,1,2.802175968
Hirsutism,Asthma,3,7.45116671
"Aging, Premature",Liver Cirrhosis,1,3.46455149
Asthenia,Liver Cirrhosis,3,6.189657753
Fever,Liver Cirrhosis,29,17.94919134
Fever of Unknown Origin,Liver Cirrhosis,1,1.473154917
Hypothermia,Liver Cirrhosis,3,5.836308646
Body Weight,Liver Cirrhosis,142,48.70427429
Birth Weight,Liver Cirrhosis,1,1.407130943
Weight Gain,Liver Cirrhosis,6,8.920138444
Weight Loss,Liver Cirrhosis,12,12.00064454
Emaciation,Liver Cirrhosis,1,1.832640721
Cachexia,Liver Cirrhosis,5,9.973620079
Overweight,Liver Cirrhosis,4,3.295488398
Obesity,Liver Cirrhosis,134,111.5621893
"Obesity, Morbid",Liver Cirrhosis,23,40.3176189
Thinness,Liver Cirrhosis,2,5.34119922
"Cardiac Output, High",Liver Cirrhosis,1,3.836493906
"Cardiac Output, Low",Liver Cirrhosis,5,10.71397825
Cyanosis,Liver Cirrhosis,31,54.04569721
Edema,Liver Cirrhosis,141,84.01881127
Hydrops Fetalis,Liver Cirrhosis,1,2.341000253
Eye Manifestations,Liver Cirrhosis,5,7.539384869
Eye Hemorrhage,Liver Cirrhosis,1,2.752642033
Fatigue,Liver Cirrhosis,12,13.65615787
Mental Fatigue,Liver Cirrhosis,1,3.585179477
Feminization,Liver Cirrhosis,14,52.67340307
Fetal Distress,Liver Cirrhosis,3,7.765354915
Heart Murmurs,Liver Cirrhosis,2,4.726834263
Hypergammaglobulinemia,Liver Cirrhosis,33,55.4111304
Neurologic Manifestations,Liver Cirrhosis,23,1.608652503
Decerebrate State,Liver Cirrhosis,1,2.94467603
Dyskinesias,Liver Cirrhosis,3,2.243856236
Ataxia,Liver Cirrhosis,6,7.317958277
Cerebellar Ataxia,Liver Cirrhosis,4,6.835142492
Athetosis,Liver Cirrhosis,3,7.746486928
Chorea,Liver Cirrhosis,4,7.971933485
Hyperkinesis,Liver Cirrhosis,1,2.341000253
Hypokinesia,Liver Cirrhosis,1,2.879293271
Tremor,Liver Cirrhosis,10,17.39352787
"Gait Disorders, Neurologic",Liver Cirrhosis,1,1.74476552
Apraxias,Liver Cirrhosis,2,4.767548137
Learning Disorders,Liver Cirrhosis,1,1.735312377
Confusion,Liver Cirrhosis,2,3.017896423
Delirium,Liver Cirrhosis,2,4.167910299
Consciousness Disorders,Liver Cirrhosis,2,1.754258552
Unconsciousness,Liver Cirrhosis,2,1.855945658
Coma,Liver Cirrhosis,29,38.05045957
Syncope,Liver Cirrhosis,2,2.981782855
Memory Disorders,Liver Cirrhosis,3,4.403992823
Mental Retardation,Liver Cirrhosis,15,13.58170026
Hallucinations,Liver Cirrhosis,2,3.446576369
Psychomotor Disorders,Liver Cirrhosis,2,2.663281983
Muscle Cramp,Liver Cirrhosis,19,42.60864341
Muscle Spasticity,Liver Cirrhosis,6,10.36368123
Muscle Hypotonia,Liver Cirrhosis,3,4.969533404
Muscle Weakness,Liver Cirrhosis,2,1.985982163
Muscular Atrophy,Liver Cirrhosis,6,8.764930618
Spasm,Liver Cirrhosis,1,1.367277472
Tetany,Liver Cirrhosis,2,4.762413346
Pain,Liver Cirrhosis,24,7.905281007
Back Pain,Liver Cirrhosis,2,2.293857038
Facial Pain,Liver Cirrhosis,1,1.972328592
Headache,Liver Cirrhosis,3,2.653692764
Neuralgia,Liver Cirrhosis,2,3.076628212
Paralysis,Liver Cirrhosis,3,1.453414132
Facial Paralysis,Liver Cirrhosis,1,1.357096912
Gastroparesis,Liver Cirrhosis,1,3.297497405
Hemiplegia,Liver Cirrhosis,3,3.883897089
Paraplegia,Liver Cirrhosis,9,11.49731355
Quadriplegia,Liver Cirrhosis,2,2.738279339
Paresis,Liver Cirrhosis,1,1.287735784
Paraparesis,Liver Cirrhosis,1,2.235886073
"Paraparesis, Spastic",Liver Cirrhosis,4,12.68481472
Psychophysiologic Disorders,Liver Cirrhosis,3,4.447516902
Miosis,Liver Cirrhosis,1,2.095449529
"Reflex, Abnormal",Liver Cirrhosis,3,4.221392829
Seizures,Liver Cirrhosis,9,7.60650233
Sensation Disorders,Liver Cirrhosis,2,0.686643809
Dizziness,Liver Cirrhosis,3,4.027414267
Hearing Disorders,Liver Cirrhosis,1,0.735016575
Hearing Loss,Liver Cirrhosis,1,0.803550545
Deafness,Liver Cirrhosis,5,6.142635815
Olfaction Disorders,Liver Cirrhosis,2,4.576460433
Paresthesia,Liver Cirrhosis,3,4.074054438
Taste Disorders,Liver Cirrhosis,2,4.752183145
Vision Disorders,Liver Cirrhosis,1,0.663489432
Blindness,Liver Cirrhosis,2,2.19627671
"Blindness, Cortical",Liver Cirrhosis,1,2.94467603
Color Vision Defects,Liver Cirrhosis,8,20.53287917
Sleep Disorders,Liver Cirrhosis,13,19.40898583
Sleep Deprivation,Liver Cirrhosis,1,2.575912289
Vertigo,Liver Cirrhosis,1,1.596251943
Oral Manifestations,Liver Cirrhosis,2,3.731552566
Oral Hemorrhage,Liver Cirrhosis,3,7.727736867
Abdominal Pain,Liver Cirrhosis,21,17.81815724
"Abdomen, Acute",Liver Cirrhosis,20,28.75200261
